Date,SUNRISE_LST,SUNSET_LST
11/25/2037,6:54:42,16:32:27
11/26/2037,6:55:48,16:31:58
11/27/2037,6:56:53,16:31:32
11/28/2037,6:57:57,16:31:08
11/29/2037,6:59:01,16:30:46
11/30/2037,7:00:04,16:30:26
12/1/2037,7:01:05,16:30:09
12/2/2037,7:02:06,16:29:53
12/3/2037,7:03:06,16:29:40
12/4/2037,7:04:04,16:29:30
12/5/2037,7:05:02,16:29:21
12/6/2037,7:05:58,16:29:15
12/7/2037,7:06:53,16:29:12
12/8/2037,7:07:47,16:29:10
12/9/2037,7:08:39,16:29:11
12/10/2037,7:09:30,16:29:14
12/11/2037,7:10:19,16:29:20
12/12/2037,7:11:07,16:29:27
12/13/2037,7:11:53,16:29:37
12/14/2037,7:12:38,16:29:49
12/15/2037,7:13:21,16:30:04
12/16/2037,7:14:02,16:30:21
12/17/2037,7:14:41,16:30:40
12/18/2037,7:15:19,16:31:01
12/19/2037,7:15:54,16:31:24
12/20/2037,7:16:28,16:31:49
12/21/2037,7:17:00,16:32:17
12/22/2037,7:17:30,16:32:47
12/23/2037,7:17:57,16:33:18
12/24/2037,7:18:23,16:33:52
12/25/2037,7:18:47,16:34:28
12/26/2037,7:19:08,16:35:05
12/27/2037,7:19:28,16:35:45
12/28/2037,7:19:45,16:36:26
12/29/2037,7:20:00,16:37:09
12/30/2037,7:20:13,16:37:54
12/31/2037,7:20:24,16:38:41
1/1/2038,7:20:32,16:39:29
1/2/2038,7:20:38,16:40:19
1/3/2038,7:20:42,16:41:11
1/4/2038,7:20:44,16:42:04
1/5/2038,7:20:44,16:42:59
1/6/2038,7:20:41,16:43:55
1/7/2038,7:20:36,16:44:52
1/8/2038,7:20:29,16:45:51
1/9/2038,7:20:19,16:46:51
1/10/2038,7:20:07,16:47:52
1/11/2038,7:19:53,16:48:54
1/12/2038,7:19:37,16:49:57
1/13/2038,7:19:18,16:51:02
1/14/2038,7:18:58,16:52:07
1/15/2038,7:18:35,16:53:13
1/16/2038,7:18:10,16:54:20
1/17/2038,7:17:43,16:55:28
1/18/2038,7:17:13,16:56:37
1/19/2038,7:16:42,16:57:46
1/20/2038,7:16:08,16:58:56
1/21/2038,7:15:33,17:00:06
1/22/2038,7:14:55,17:01:18
1/23/2038,7:14:15,17:02:29
1/24/2038,7:13:34,17:03:41
1/25/2038,7:12:50,17:04:53
1/26/2038,7:12:04,17:06:06
1/27/2038,7:11:17,17:07:19
1/28/2038,7:10:28,17:08:33
1/29/2038,7:09:36,17:09:46
1/30/2038,7:08:43,17:11:00
1/31/2038,7:07:49,17:12:14
2/1/2038,7:06:52,17:13:28
2/2/2038,7:05:54,17:14:42
2/3/2038,7:04:54,17:15:56
2/4/2038,7:03:52,17:17:10
2/5/2038,7:02:49,17:18:24
2/6/2038,7:01:44,17:19:38
2/7/2038,7:00:38,17:20:52
2/8/2038,6:59:30,17:22:06
2/9/2038,6:58:21,17:23:19
2/10/2038,6:57:10,17:24:33
2/11/2038,6:55:58,17:25:46
2/12/2038,6:54:45,17:26:59
2/13/2038,6:53:30,17:28:12
2/14/2038,6:52:14,17:29:25
2/15/2038,6:50:56,17:30:37
2/16/2038,6:49:38,17:31:50
2/17/2038,6:48:18,17:33:02
2/18/2038,6:46:57,17:34:13
2/19/2038,6:45:35,17:35:25
2/20/2038,6:44:12,17:36:36
2/21/2038,6:42:48,17:37:47
2/22/2038,6:41:23,17:38:57
2/23/2038,6:39:57,17:40:08
2/24/2038,6:38:30,17:41:18
2/25/2038,6:37:02,17:42:27
2/26/2038,6:35:33,17:43:37
2/27/2038,6:34:04,17:44:46
2/28/2038,6:32:33,17:45:54
3/1/2038,6:31:02,17:47:03
3/2/2038,6:29:30,17:48:11
3/3/2038,6:27:58,17:49:19
3/4/2038,6:26:25,17:50:26
3/5/2038,6:24:51,17:51:34
3/6/2038,6:23:17,17:52:41
3/7/2038,6:21:42,17:53:47
3/8/2038,6:20:06,17:54:54
3/9/2038,6:18:30,17:56:00
3/10/2038,6:16:54,17:57:06
3/11/2038,6:15:17,17:58:12
3/12/2038,6:13:40,17:59:17
3/13/2038,6:12:02,18:00:22
3/14/2038,6:10:24,18:01:27
3/15/2038,6:08:46,18:02:32
3/16/2038,6:07:08,18:03:37
3/17/2038,6:05:29,18:04:41
3/18/2038,6:03:50,18:05:46
3/19/2038,6:02:11,18:06:50
3/20/2038,6:00:32,18:07:54
3/21/2038,5:58:53,18:08:58
3/22/2038,5:57:13,18:10:01
3/23/2038,5:55:34,18:11:05
3/24/2038,5:53:54,18:12:08
3/25/2038,5:52:15,18:13:12
3/26/2038,5:50:36,18:14:15
3/27/2038,5:48:56,18:15:18
3/28/2038,5:47:17,18:16:21
3/29/2038,5:45:38,18:17:24
3/30/2038,5:43:59,18:18:27
3/31/2038,5:42:21,18:19:30
4/1/2038,5:40:42,18:20:33
4/2/2038,5:39:04,18:21:36
4/3/2038,5:37:26,18:22:38
4/4/2038,5:35:48,18:23:41
4/5/2038,5:34:11,18:24:44
4/6/2038,5:32:34,18:25:47
4/7/2038,5:30:58,18:26:49
4/8/2038,5:29:21,18:27:52
4/9/2038,5:27:46,18:28:55
4/10/2038,5:26:11,18:29:58
4/11/2038,5:24:36,18:31:00
4/12/2038,5:23:02,18:32:03
4/13/2038,5:21:29,18:33:06
4/14/2038,5:19:56,18:34:09
4/15/2038,5:18:24,18:35:12
4/16/2038,5:16:52,18:36:15
4/17/2038,5:15:22,18:37:18
4/18/2038,5:13:51,18:38:20
4/19/2038,5:12:22,18:39:23
4/20/2038,5:10:54,18:40:26
4/21/2038,5:09:26,18:41:29
4/22/2038,5:07:59,18:42:32
4/23/2038,5:06:34,18:43:35
4/24/2038,5:05:09,18:44:38
4/25/2038,5:03:45,18:45:41
4/26/2038,5:02:22,18:46:44
4/27/2038,5:01:00,18:47:47
4/28/2038,4:59:39,18:48:49
4/29/2038,4:58:19,18:49:52
4/30/2038,4:57:01,18:50:54
5/1/2038,4:55:43,18:51:57
5/2/2038,4:54:27,18:52:59
5/3/2038,4:53:12,18:54:01
5/4/2038,4:51:58,18:55:03
5/5/2038,4:50:46,18:56:05
5/6/2038,4:49:34,18:57:07
5/7/2038,4:48:24,18:58:08
5/8/2038,4:47:16,18:59:10
5/9/2038,4:46:09,19:00:10
5/10/2038,4:45:03,19:01:11
5/11/2038,4:43:59,19:02:11
5/12/2038,4:42:56,19:03:11
5/13/2038,4:41:55,19:04:11
5/14/2038,4:40:56,19:05:10
5/15/2038,4:39:58,19:06:09
5/16/2038,4:39:01,19:07:07
5/17/2038,4:38:07,19:08:04
5/18/2038,4:37:14,19:09:02
5/19/2038,4:36:22,19:09:58
5/20/2038,4:35:33,19:10:54
5/21/2038,4:34:45,19:11:49
5/22/2038,4:33:59,19:12:44
5/23/2038,4:33:14,19:13:37
5/24/2038,4:32:32,19:14:30
5/25/2038,4:31:51,19:15:23
5/26/2038,4:31:12,19:16:14
5/27/2038,4:30:35,19:17:04
5/28/2038,4:30:00,19:17:54
5/29/2038,4:29:27,19:18:42
5/30/2038,4:28:56,19:19:30
5/31/2038,4:28:26,19:20:16
6/1/2038,4:27:59,19:21:01
6/2/2038,4:27:33,19:21:45
6/3/2038,4:27:10,19:22:28
6/4/2038,4:26:48,19:23:10
6/5/2038,4:26:29,19:23:50
6/6/2038,4:26:11,19:24:29
6/7/2038,4:25:56,19:25:06
6/8/2038,4:25:42,19:25:43
6/9/2038,4:25:31,19:26:17
6/10/2038,4:25:21,19:26:51
6/11/2038,4:25:14,19:27:22
6/12/2038,4:25:08,19:27:52
6/13/2038,4:25:04,19:28:21
6/14/2038,4:25:03,19:28:48
6/15/2038,4:25:03,19:29:13
6/16/2038,4:25:05,19:29:36
6/17/2038,4:25:09,19:29:58
6/18/2038,4:25:16,19:30:18
6/19/2038,4:25:23,19:30:36
6/20/2038,4:25:33,19:30:53
6/21/2038,4:25:45,19:31:07
6/22/2038,4:25:58,19:31:20
6/23/2038,4:26:14,19:31:30
6/24/2038,4:26:31,19:31:39
6/25/2038,4:26:50,19:31:46
6/26/2038,4:27:10,19:31:51
6/27/2038,4:27:32,19:31:54
6/28/2038,4:27:56,19:31:55
6/29/2038,4:28:22,19:31:53
6/30/2038,4:28:49,19:31:50
7/1/2038,4:29:18,19:31:45
7/2/2038,4:29:48,19:31:38
7/3/2038,4:30:19,19:31:29
7/4/2038,4:30:52,19:31:18
7/5/2038,4:31:27,19:31:04
7/6/2038,4:32:03,19:30:49
7/7/2038,4:32:40,19:30:32
7/8/2038,4:33:18,19:30:12
7/9/2038,4:33:58,19:29:51
7/10/2038,4:34:39,19:29:28
7/11/2038,4:35:21,19:29:02
7/12/2038,4:36:04,19:28:35
7/13/2038,4:36:48,19:28:06
7/14/2038,4:37:33,19:27:34
7/15/2038,4:38:19,19:27:01
7/16/2038,4:39:06,19:26:26
7/17/2038,4:39:54,19:25:49
7/18/2038,4:40:43,19:25:10
7/19/2038,4:41:33,19:24:29
7/20/2038,4:42:23,19:23:46
7/21/2038,4:43:14,19:23:01
7/22/2038,4:44:06,19:22:15
7/23/2038,4:44:59,19:21:26
7/24/2038,4:45:52,19:20:36
7/25/2038,4:46:46,19:19:45
7/26/2038,4:47:40,19:18:51
7/27/2038,4:48:34,19:17:56
7/28/2038,4:49:30,19:16:59
7/29/2038,4:50:25,19:16:00
7/30/2038,4:51:21,19:15:00
7/31/2038,4:52:18,19:13:58
8/1/2038,4:53:14,19:12:55
8/2/2038,4:54:11,19:11:50
8/3/2038,4:55:09,19:10:44
8/4/2038,4:56:06,19:09:36
8/5/2038,4:57:04,19:08:27
8/6/2038,4:58:02,19:07:16
8/7/2038,4:59:00,19:06:04
8/8/2038,4:59:59,19:04:51
8/9/2038,5:00:57,19:03:36
8/10/2038,5:01:56,19:02:20
8/11/2038,5:02:54,19:01:03
8/12/2038,5:03:53,18:59:45
8/13/2038,5:04:52,18:58:25
8/14/2038,5:05:51,18:57:04
8/15/2038,5:06:50,18:55:42
8/16/2038,5:07:49,18:54:20
8/17/2038,5:08:48,18:52:56
8/18/2038,5:09:47,18:51:31
8/19/2038,5:10:46,18:50:04
8/20/2038,5:11:45,18:48:38
8/21/2038,5:12:44,18:47:10
8/22/2038,5:13:43,18:45:41
8/23/2038,5:14:41,18:44:11
8/24/2038,5:15:40,18:42:41
8/25/2038,5:16:39,18:41:09
8/26/2038,5:17:38,18:39:37
8/27/2038,5:18:36,18:38:05
8/28/2038,5:19:35,18:36:31
8/29/2038,5:20:34,18:34:57
8/30/2038,5:21:32,18:33:22
8/31/2038,5:22:31,18:31:47
9/1/2038,5:23:29,18:30:11
9/2/2038,5:24:28,18:28:34
9/3/2038,5:25:26,18:26:57
9/4/2038,5:26:24,18:25:19
9/5/2038,5:27:23,18:23:41
9/6/2038,5:28:21,18:22:03
9/7/2038,5:29:19,18:20:24
9/8/2038,5:30:17,18:18:44
9/9/2038,5:31:16,18:17:05
9/10/2038,5:32:14,18:15:25
9/11/2038,5:33:12,18:13:45
9/12/2038,5:34:11,18:12:04
9/13/2038,5:35:09,18:10:23
9/14/2038,5:36:07,18:08:42
9/15/2038,5:37:06,18:07:01
9/16/2038,5:38:04,18:05:20
9/17/2038,5:39:02,18:03:39
9/18/2038,5:40:01,18:01:57
9/19/2038,5:41:00,18:00:16
9/20/2038,5:41:58,17:58:34
9/21/2038,5:42:57,17:56:52
9/22/2038,5:43:56,17:55:11
9/23/2038,5:44:55,17:53:29
9/24/2038,5:45:55,17:51:48
9/25/2038,5:46:54,17:50:07
9/26/2038,5:47:53,17:48:26
9/27/2038,5:48:53,17:46:45
9/28/2038,5:49:53,17:45:04
9/29/2038,5:50:53,17:43:24
9/30/2038,5:51:53,17:41:43
10/1/2038,5:52:54,17:40:04
10/2/2038,5:53:54,17:38:24
10/3/2038,5:54:55,17:36:45
10/4/2038,5:55:57,17:35:06
10/5/2038,5:56:58,17:33:28
10/6/2038,5:58:00,17:31:50
10/7/2038,5:59:02,17:30:12
10/8/2038,6:00:04,17:28:35
10/9/2038,6:01:06,17:26:59
10/10/2038,6:02:09,17:25:23
10/11/2038,6:03:12,17:23:48
10/12/2038,6:04:16,17:22:13
10/13/2038,6:05:19,17:20:40
10/14/2038,6:06:23,17:19:07
10/15/2038,6:07:28,17:17:34
10/16/2038,6:08:32,17:16:03
10/17/2038,6:09:37,17:14:32
10/18/2038,6:10:43,17:13:02
10/19/2038,6:11:48,17:11:33
10/20/2038,6:12:54,17:10:05
10/21/2038,6:14:01,17:08:38
10/22/2038,6:15:07,17:07:12
10/23/2038,6:16:14,17:05:47
10/24/2038,6:17:22,17:04:23
10/25/2038,6:18:29,17:03:00
10/26/2038,6:19:37,17:01:38
10/27/2038,6:20:46,17:00:18
10/28/2038,6:21:54,16:58:58
10/29/2038,6:23:03,16:57:40
10/30/2038,6:24:12,16:56:23
10/31/2038,6:25:21,16:55:08
11/1/2038,6:26:31,16:53:54
11/2/2038,6:27:41,16:52:41
11/3/2038,6:28:51,16:51:30
11/4/2038,6:30:01,16:50:20
11/5/2038,6:31:11,16:49:12
11/6/2038,6:32:22,16:48:05
11/7/2038,6:33:32,16:47:00
11/8/2038,6:34:43,16:45:56
11/9/2038,6:35:54,16:44:54
11/10/2038,6:37:05,16:43:54
11/11/2038,6:38:15,16:42:55
11/12/2038,6:39:26,16:41:58
11/13/2038,6:40:37,16:41:03
11/14/2038,6:41:47,16:40:10
11/15/2038,6:42:58,16:39:19
11/16/2038,6:44:08,16:38:29
11/17/2038,6:45:18,16:37:42
11/18/2038,6:46:28,16:36:56
11/19/2038,6:47:38,16:36:13
11/20/2038,6:48:47,16:35:31
11/21/2038,6:49:56,16:34:51
11/22/2038,6:51:04,16:34:14
11/23/2038,6:52:12,16:33:38
11/24/2038,6:53:19,16:33:05
11/25/2038,6:54:26,16:32:34
11/26/2038,6:55:32,16:32:05
11/27/2038,6:56:37,16:31:38
11/28/2038,6:57:42,16:31:13
11/29/2038,6:58:45,16:30:51
11/30/2038,6:59:48,16:30:30
12/1/2038,7:00:50,16:30:12
12/2/2038,7:01:51,16:29:57
12/3/2038,7:02:51,16:29:43
12/4/2038,7:03:50,16:29:32
12/5/2038,7:04:48,16:29:23
12/6/2038,7:05:45,16:29:16
12/7/2038,7:06:40,16:29:12
12/8/2038,7:07:34,16:29:10
12/9/2038,7:08:26,16:29:10
12/10/2038,7:09:18,16:29:13
12/11/2038,7:10:07,16:29:18
12/12/2038,7:10:55,16:29:25
12/13/2038,7:11:42,16:29:34
12/14/2038,7:12:27,16:29:46
12/15/2038,7:13:10,16:30:00
12/16/2038,7:13:52,16:30:16
12/17/2038,7:14:32,16:30:34
12/18/2038,7:15:10,16:30:55
12/19/2038,7:15:46,16:31:18
12/20/2038,7:16:20,16:31:43
12/21/2038,7:16:52,16:32:10
12/22/2038,7:17:23,16:32:39
12/23/2038,7:17:51,16:33:10
12/24/2038,7:18:17,16:33:43
12/25/2038,7:18:41,16:34:18
12/26/2038,7:19:03,16:34:56
12/27/2038,7:19:23,16:35:35
12/28/2038,7:19:41,16:36:16
12/29/2038,7:19:57,16:36:58
12/30/2038,7:20:10,16:37:43
12/31/2038,7:20:21,16:38:29
1/1/2039,7:20:30,16:39:17
1/2/2039,7:20:37,16:40:07
1/3/2039,7:20:42,16:40:58
1/4/2039,7:20:44,16:41:51
1/5/2039,7:20:44,16:42:45
1/6/2039,7:20:42,16:43:41
1/7/2039,7:20:37,16:44:38
1/8/2039,7:20:31,16:45:36
1/9/2039,7:20:22,16:46:36
1/10/2039,7:20:10,16:47:36
1/11/2039,7:19:57,16:48:38
1/12/2039,7:19:41,16:49:41
1/13/2039,7:19:23,16:50:46
1/14/2039,7:19:03,16:51:51
1/15/2039,7:18:41,16:52:57
1/16/2039,7:18:16,16:54:04
1/17/2039,7:17:49,16:55:11
1/18/2039,7:17:21,16:56:20
1/19/2039,7:16:50,16:57:29
1/20/2039,7:16:17,16:58:39
1/21/2039,7:15:42,16:59:49
1/22/2039,7:15:04,17:01:00
1/23/2039,7:14:25,17:02:11
1/24/2039,7:13:44,17:03:23
1/25/2039,7:13:01,17:04:36
1/26/2039,7:12:16,17:05:48
1/27/2039,7:11:29,17:07:01
1/28/2039,7:10:40,17:08:15
1/29/2039,7:09:49,17:09:28
1/30/2039,7:08:56,17:10:42
1/31/2039,7:08:02,17:11:56
2/1/2039,7:07:06,17:13:09
2/2/2039,7:06:08,17:14:23
2/3/2039,7:05:09,17:15:38
2/4/2039,7:04:07,17:16:52
2/5/2039,7:03:05,17:18:06
2/6/2039,7:02:00,17:19:20
2/7/2039,7:00:54,17:20:34
2/8/2039,6:59:47,17:21:47
2/9/2039,6:58:38,17:23:01
2/10/2039,6:57:28,17:24:15
2/11/2039,6:56:16,17:25:28
2/12/2039,6:55:03,17:26:41
2/13/2039,6:53:48,17:27:54
2/14/2039,6:52:32,17:29:07
2/15/2039,6:51:15,17:30:20
2/16/2039,6:49:57,17:31:32
2/17/2039,6:48:38,17:32:44
2/18/2039,6:47:17,17:33:56
2/19/2039,6:45:55,17:35:07
2/20/2039,6:44:32,17:36:19
2/21/2039,6:43:09,17:37:29
2/22/2039,6:41:44,17:38:40
2/23/2039,6:40:18,17:39:50
2/24/2039,6:38:51,17:41:01
2/25/2039,6:37:23,17:42:10
2/26/2039,6:35:55,17:43:20
2/27/2039,6:34:26,17:44:29
2/28/2039,6:32:55,17:45:38
3/1/2039,6:31:24,17:46:46
3/2/2039,6:29:53,17:47:54
3/3/2039,6:28:20,17:49:02
3/4/2039,6:26:47,17:50:10
3/5/2039,6:25:14,17:51:17
3/6/2039,6:23:39,17:52:24
3/7/2039,6:22:05,17:53:31
3/8/2039,6:20:29,17:54:38
3/9/2039,6:18:54,17:55:44
3/10/2039,6:17:17,17:56:50
3/11/2039,6:15:41,17:57:56
3/12/2039,6:14:03,17:59:01
3/13/2039,6:12:26,18:00:07
3/14/2039,6:10:48,18:01:12
3/15/2039,6:09:10,18:02:16
3/16/2039,6:07:32,18:03:21
3/17/2039,6:05:53,18:04:26
3/18/2039,6:04:14,18:05:30
3/19/2039,6:02:35,18:06:34
3/20/2039,6:00:56,18:07:38
3/21/2039,5:59:17,18:08:42
3/22/2039,5:57:37,18:09:46
3/23/2039,5:55:58,18:10:49
3/24/2039,5:54:19,18:11:53
3/25/2039,5:52:39,18:12:56
3/26/2039,5:51:00,18:13:59
3/27/2039,5:49:20,18:15:03
3/28/2039,5:47:41,18:16:06
3/29/2039,5:46:02,18:17:09
3/30/2039,5:44:23,18:18:12
3/31/2039,5:42:44,18:19:15
4/1/2039,5:41:06,18:20:17
4/2/2039,5:39:28,18:21:20
4/3/2039,5:37:50,18:22:23
4/4/2039,5:36:12,18:23:26
4/5/2039,5:34:34,18:24:29
4/6/2039,5:32:57,18:25:31
4/7/2039,5:31:21,18:26:34
4/8/2039,5:29:45,18:27:37
4/9/2039,5:28:09,18:28:40
4/10/2039,5:26:34,18:29:42
4/11/2039,5:24:59,18:30:45
4/12/2039,5:23:25,18:31:48
4/13/2039,5:21:51,18:32:51
4/14/2039,5:20:18,18:33:54
4/15/2039,5:18:46,18:34:57
4/16/2039,5:17:14,18:35:59
4/17/2039,5:15:43,18:37:02
4/18/2039,5:14:13,18:38:05
4/19/2039,5:12:44,18:39:08
4/20/2039,5:11:15,18:40:11
4/21/2039,5:09:47,18:41:14
4/22/2039,5:08:20,18:42:17
4/23/2039,5:06:54,18:43:20
4/24/2039,5:05:29,18:44:23
4/25/2039,5:04:05,18:45:26
4/26/2039,5:02:42,18:46:29
4/27/2039,5:01:20,18:47:31
4/28/2039,4:59:58,18:48:34
4/29/2039,4:58:38,18:49:37
4/30/2039,4:57:20,18:50:39
5/1/2039,4:56:02,18:51:42
5/2/2039,4:54:45,18:52:44
5/3/2039,4:53:30,18:53:47
5/4/2039,4:52:16,18:54:49
5/5/2039,4:51:03,18:55:51
5/6/2039,4:49:51,18:56:52
5/7/2039,4:48:41,18:57:54
5/8/2039,4:47:32,18:58:55
5/9/2039,4:46:25,18:59:56
5/10/2039,4:45:19,19:00:57
5/11/2039,4:44:14,19:01:57
5/12/2039,4:43:11,19:02:57
5/13/2039,4:42:10,19:03:57
5/14/2039,4:41:10,19:04:56
5/15/2039,4:40:12,19:05:55
5/16/2039,4:39:15,19:06:53
5/17/2039,4:38:20,19:07:51
5/18/2039,4:37:26,19:08:48
5/19/2039,4:36:34,19:09:45
5/20/2039,4:35:44,19:10:41
5/21/2039,4:34:56,19:11:36
5/22/2039,4:34:09,19:12:31
5/23/2039,4:33:25,19:13:25
5/24/2039,4:32:42,19:14:18
5/25/2039,4:32:01,19:15:10
5/26/2039,4:31:21,19:16:02
5/27/2039,4:30:44,19:16:52
5/28/2039,4:30:08,19:17:42
5/29/2039,4:29:35,19:18:31
5/30/2039,4:29:03,19:19:18
5/31/2039,4:28:33,19:20:05
6/1/2039,4:28:05,19:20:51
6/2/2039,4:27:39,19:21:35
6/3/2039,4:27:15,19:22:18
6/4/2039,4:26:53,19:23:00
6/5/2039,4:26:33,19:23:41
6/6/2039,4:26:15,19:24:20
6/7/2039,4:25:59,19:24:58
6/8/2039,4:25:45,19:25:34
6/9/2039,4:25:33,19:26:09
6/10/2039,4:25:23,19:26:43
6/11/2039,4:25:15,19:27:15
6/12/2039,4:25:09,19:27:46
6/13/2039,4:25:05,19:28:14
6/14/2039,4:25:03,19:28:42
6/15/2039,4:25:03,19:29:07
6/16/2039,4:25:04,19:29:31
6/17/2039,4:25:08,19:29:53
6/18/2039,4:25:14,19:30:14
6/19/2039,4:25:21,19:30:32
6/20/2039,4:25:31,19:30:49
6/21/2039,4:25:42,19:31:04
6/22/2039,4:25:55,19:31:17
6/23/2039,4:26:10,19:31:28
6/24/2039,4:26:26,19:31:37
6/25/2039,4:26:45,19:31:45
6/26/2039,4:27:05,19:31:50
6/27/2039,4:27:27,19:31:53
6/28/2039,4:27:50,19:31:55
6/29/2039,4:28:15,19:31:54
6/30/2039,4:28:42,19:31:52
7/1/2039,4:29:10,19:31:47
7/2/2039,4:29:40,19:31:40
7/3/2039,4:30:12,19:31:32
7/4/2039,4:30:44,19:31:21
7/5/2039,4:31:18,19:31:08
7/6/2039,4:31:54,19:30:53
7/7/2039,4:32:31,19:30:37
7/8/2039,4:33:09,19:30:18
7/9/2039,4:33:48,19:29:57
7/10/2039,4:34:29,19:29:34
7/11/2039,4:35:10,19:29:09
7/12/2039,4:35:53,19:28:42
7/13/2039,4:36:37,19:28:13
7/14/2039,4:37:22,19:27:42
7/15/2039,4:38:08,19:27:10
7/16/2039,4:38:55,19:26:35
7/17/2039,4:39:43,19:25:58
7/18/2039,4:40:31,19:25:20
7/19/2039,4:41:21,19:24:39
7/20/2039,4:42:11,19:23:57
7/21/2039,4:43:02,19:23:12
7/22/2039,4:43:54,19:22:26
7/23/2039,4:44:46,19:21:39
7/24/2039,4:45:39,19:20:49
7/25/2039,4:46:33,19:19:58
7/26/2039,4:47:27,19:19:04
7/27/2039,4:48:21,19:18:10
7/28/2039,4:49:16,19:17:13
7/29/2039,4:50:12,19:16:15
7/30/2039,4:51:08,19:15:15
7/31/2039,4:52:04,19:14:14
8/1/2039,4:53:01,19:13:11
8/2/2039,4:53:58,19:12:06
8/3/2039,4:54:55,19:11:00
8/4/2039,4:55:52,19:09:53
8/5/2039,4:56:50,19:08:44
8/6/2039,4:57:48,19:07:34
8/7/2039,4:58:46,19:06:22
8/8/2039,4:59:45,19:05:09
8/9/2039,5:00:43,19:03:55
8/10/2039,5:01:42,19:02:39
8/11/2039,5:02:40,19:01:22
8/12/2039,5:03:39,19:00:04
8/13/2039,5:04:38,18:58:45
8/14/2039,5:05:37,18:57:24
8/15/2039,5:06:36,18:56:03
8/16/2039,5:07:35,18:54:40
8/17/2039,5:08:34,18:53:16
8/18/2039,5:09:33,18:51:51
8/19/2039,5:10:32,18:50:26
8/20/2039,5:11:31,18:48:59
8/21/2039,5:12:29,18:47:31
8/22/2039,5:13:28,18:46:03
8/23/2039,5:14:27,18:44:33
8/24/2039,5:15:26,18:43:03
8/25/2039,5:16:25,18:41:32
8/26/2039,5:17:24,18:40:00
8/27/2039,5:18:22,18:38:27
8/28/2039,5:19:21,18:36:54
8/29/2039,5:20:20,18:35:20
8/30/2039,5:21:18,18:33:45
8/31/2039,5:22:17,18:32:10
9/1/2039,5:23:15,18:30:34
9/2/2039,5:24:14,18:28:58
9/3/2039,5:25:12,18:27:21
9/4/2039,5:26:10,18:25:43
9/5/2039,5:27:09,18:24:05
9/6/2039,5:28:07,18:22:27
9/7/2039,5:29:05,18:20:48
9/8/2039,5:30:03,18:19:09
9/9/2039,5:31:02,18:17:29
9/10/2039,5:32:00,18:15:49
9/11/2039,5:32:58,18:14:09
9/12/2039,5:33:56,18:12:28
9/13/2039,5:34:55,18:10:48
9/14/2039,5:35:53,18:09:07
9/15/2039,5:36:51,18:07:26
9/16/2039,5:37:50,18:05:45
9/17/2039,5:38:48,18:04:03
9/18/2039,5:39:47,18:02:22
9/19/2039,5:40:46,18:00:40
9/20/2039,5:41:44,17:58:59
9/21/2039,5:42:43,17:57:17
9/22/2039,5:43:42,17:55:36
9/23/2039,5:44:41,17:53:54
9/24/2039,5:45:40,17:52:13
9/25/2039,5:46:40,17:50:31
9/26/2039,5:47:39,17:48:50
9/27/2039,5:48:39,17:47:09
9/28/2039,5:49:39,17:45:28
9/29/2039,5:50:39,17:43:48
9/30/2039,5:51:39,17:42:08
10/1/2039,5:52:39,17:40:28
10/2/2039,5:53:40,17:38:48
10/3/2039,5:54:41,17:37:09
10/4/2039,5:55:42,17:35:30
10/5/2039,5:56:43,17:33:51
10/6/2039,5:57:45,17:32:13
10/7/2039,5:58:47,17:30:36
10/8/2039,5:59:49,17:28:59
10/9/2039,6:00:51,17:27:22
10/10/2039,6:01:54,17:25:46
10/11/2039,6:02:57,17:24:11
10/12/2039,6:04:00,17:22:36
10/13/2039,6:05:04,17:21:02
10/14/2039,6:06:08,17:19:29
10/15/2039,6:07:12,17:17:56
10/16/2039,6:08:17,17:16:25
10/17/2039,6:09:22,17:14:54
10/18/2039,6:10:27,17:13:24
10/19/2039,6:11:33,17:11:54
10/20/2039,6:12:38,17:10:26
10/21/2039,6:13:45,17:08:59
10/22/2039,6:14:51,17:07:32
10/23/2039,6:15:58,17:06:07
10/24/2039,6:17:05,17:04:43
10/25/2039,6:18:13,17:03:20
10/26/2039,6:19:21,17:01:58
10/27/2039,6:20:29,17:00:37
10/28/2039,6:21:37,16:59:17
10/29/2039,6:22:46,16:57:59
10/30/2039,6:23:55,16:56:42
10/31/2039,6:25:04,16:55:26
11/1/2039,6:26:14,16:54:11
11/2/2039,6:27:24,16:52:58
11/3/2039,6:28:34,16:51:47
11/4/2039,6:29:44,16:50:36
11/5/2039,6:30:54,16:49:28
11/6/2039,6:32:05,16:48:21
11/7/2039,6:33:15,16:47:15
11/8/2039,6:34:26,16:46:11
11/9/2039,6:35:37,16:45:09
11/10/2039,6:36:47,16:44:08
11/11/2039,6:37:58,16:43:09
11/12/2039,6:39:09,16:42:12
11/13/2039,6:40:20,16:41:16
11/14/2039,6:41:30,16:40:23
11/15/2039,6:42:41,16:39:31
11/16/2039,6:43:51,16:38:41
11/17/2039,6:45:01,16:37:53
11/18/2039,6:46:11,16:37:07
11/19/2039,6:47:21,16:36:23
11/20/2039,6:48:30,16:35:41
11/21/2039,6:49:39,16:35:01
11/22/2039,6:50:47,16:34:23
11/23/2039,6:51:55,16:33:47
11/24/2039,6:53:03,16:33:13
11/25/2039,6:54:10,16:32:41
11/26/2039,6:55:16,16:32:11
11/27/2039,6:56:21,16:31:44
11/28/2039,6:57:26,16:31:19
11/29/2039,6:58:30,16:30:56
